Datetime,open_time,open,high,low,close,volume
2024-04-10 05:34:00,1712698440000,69191.06,69199.52,69157.03,69157.04,9.96788
2024-04-10 05:35:00,1712698500000,69157.04,69195.24,69157.03,69195.24,15.25549
2024-04-10 05:36:00,1712698560000,69195.24,69217.39,69192.0,69192.0,15.35071
2024-04-10 05:37:00,1712698620000,69192.0,69192.01,69165.94,69183.17,6.73437
2024-04-10 05:38:00,1712698680000,69183.18,69183.18,69176.31,69176.31,4.05877
2024-04-10 05:39:00,1712698740000,69176.31,69209.9,69160.78,69209.9,10.93406
2024-04-10 05:40:00,1712698800000,69209.9,69209.9,69176.63,69200.02,8.4024
2024-04-10 05:41:00,1712698860000,69200.02,69200.03,69176.32,69176.32,11.58366
2024-04-10 05:42:00,1712698920000,69176.32,69176.33,69162.24,69162.24,5.25057
2024-04-10 05:43:00,1712698980000,69162.25,69164.03,69162.24,69164.02,5.74552
2024-04-10 05:44:00,1712699040000,69164.03,69164.03,69140.0,69140.01,11.75176
